X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
0,29150,-19,1,32,-17,-13,1052,34244,13751,9116,27814,3,14105,-10,2,-15,9582,49243,1830,253,6,13050
674,50039,-13,1,50,-17,-10,2028,1603,20290,49504,18732,3,952,-8,1,-15,48030,48812,916,1007,6,19791
0,9134,-19,2,44,-23,-10,19331,1055,12323,31050,13352,2,12065,-10,1,-19,18673,151383,13065,18417,6,29300
1631,12471,-19,2,44,-17,-10,1198,1533,10786,9657,12115,2,1183,-8,2,-15,11084,33247,1928,3526,6,7665
16,10928,-19,2,30,-17,-10,1018,11510,21280,11244,11064,2,20993,-10,2,-15,3171,61993,1183,780,6,19555
5128,104883,-19,2,41,-17,-10,6272,6487,119308,130657,129477,1,4085,-8,2,-15,125296,334825,5801,4693,6,131708
99,96,-25,2,25,-29,-16,105,99,99,96,98,1,103,-12,2,-23,98,177009,103,100,-2,104
30426,3547,-22,1,43,-23,-13,2426,3354,2382,1145,1108,1,2257,-10,1,-19,2371,191445,1078,6511,2,6538
4793,9946,-19,1,37,-17,-10,2015,1978,7098,14783,12259,2,2115,-8,1,-15,8472,102047,2139,2082,6,8055
1488,72930,-19,1,44,-17,-10,2336,2602,36153,69528,66007,1,1407,-8,2,-15,63688,68145,2709,1608,6,34603
0,0,-16,1,37,-23,-13,728,0,804,0,1146,2,0,-8,1,-19,741,30170,1121,0,6,0
6383,188778,-19,2,22,-17,-10,6194,6043,192709,250838,190354,1,5174,-8,2,-15,245810,272157,5401,5247,6,189120
0,1510,-22,2,43,-23,-13,0,1555,0,7764,0,2,0,-12,1,-19,0,198400,0,0,-2,0
2917,67169,-19,1,28,-17,-10,2813,21864,68368,81256,74900,1,3029,-8,2,-15,71125,73096,2649,2811,6,69376
3002,5565,-22,2,36,-23,-13,7026,5088,5991,5933,5383,1,6105,-10,2,-19,8056,222227,5299,6256,2,5762
626,24321,-16,2,31,-5,-4,1805,0,23901,23241,24762,2,0,-4,1,-7,24140,73774,1768,3119,14,27106
0,436,-22,1,43,-23,-13,0,452,1066,2339,1008,1,1213,-10,1,-7,1174,93531,1536,2177,2,2427
782,22345,-19,1,32,-5,-10,1785,3986,19891,15250,20651,2,704,-8,1,-15,15551,19248,0,959,6,20237
1552,75048,-19,1,44,-17,-10,3098,3132,25172,77474,60287,2,1392,-8,1,-15,78742,90853,3068,1619,6,25877
0,0,-22,2,36,-23,-13,24559,0,4138,10502,8774,2,4672,-10,1,-19,21874,493016,8801,0,2,0
0,0,-16,2,34,-29,-16,0,0,0,0,0,2,0,-12,2,-23,0,352965,0,0,-2,0
2543,31041,-16,1,28,-5,-4,0,3480,35265,30784,33427,1,2477,-4,2,-7,28822,217232,0,0,14,31951
2081,8526,-19,1,53,-5,-10,1459,3599,8165,3714,8279,2,0,-4,2,-15,5121,9043,317,300,6,7566
0,27153,-19,1,48,-17,-10,1611,1681,0,25530,20378,2,0,-8,2,-15,26019,30181,1065,0,-2,0
72120,190391,-22,2,32,-17,-10,96310,100036,174993,2102,203620,3,85045,-8,2,-19,90338,194920,0,0,14,81152
4674,143807,-19,2,31,-17,-10,5276,9625,134485,156457,145694,1,4585,-8,2,-15,148466,376740,10391,50140,6,162780
2636,61131,-13,1,46,-5,-4,2488,2811,61806,55816,53713,1,2605,-8,1,-7,58995,80915,0,2805,6,65411
3158,6727,-22,2,26,-5,-13,0,6573,11734,697,6301,2,6055,-8,1,-7,695,96485,0,0,6,0
0,38576,-19,2,24,-17,-10,2052,1878,37430,35389,42042,2,1853,-8,2,-15,40631,76716,1873,1125,6,20967
0,525,-25,2,64,-29,-16,0,484,0,0,0,3,0,-12,1,-23,0,154097,0,0,-2,0
0,0,-25,2,37,-29,-16,0,0,0,0,0,1,0,-12,2,-23,0,446227,0,147735,-2,0
0,15160,-25,2,35,-17,-13,13125,14374,658,23236,13516,2,752,-8,2,-19,14015,49985,277,0,-2,0
1358,3604,-25,2,41,-5,-4,6332,0,2254,3354,3639,3,0,-12,1,-19,6204,101128,3624,3435,2,3720
1019,41818,-19,2,22,-17,-10,2743,1702,20743,49296,36479,2,1009,-8,2,-15,48703,145278,2252,924,6,20898
880,29501,-16,1,22,-17,-10,40,1806,19899,49614,22010,2,958,-8,2,-7,41711,49295,766,973,6,18471
0,9355,-16,2,38,-17,-10,7183,5190,7660,0,7707,1,0,-8,1,-19,6756,267924,3038,8496,2,7956
4723,28677,-19,1,30,-17,-10,2014,1832,28324,30438,27705,2,1418,-8,2,-15,33002,101009,1433,1381,6,29563
3822,211760,-19,1,34,-17,-10,10482,7150,204282,205799,609098,1,190155,-8,2,-15,200744,359360,6098,29294,6,178337
5408,26888,-22,1,42,-23,-13,7417,27547,6323,10808,2401,1,6262,-10,1,-19,6602,506602,2870,10975,2,11103
3885,6509,-22,1,40,-23,-4,14322,23,5688,3188,2777,1,6131,-10,1,-19,13372,189767,2851,15662,2,15054
0,6270,-25,1,26,-29,-16,894,5553,-5,3088,1519,1,0,-12,2,-23,901,377219,1437,0,-2,-5
16713,3755,-25,1,29,-29,-16,2494,3884,1652,3026,3590,1,1736,-12,2,-23,2277,376561,3831,2988,-2,3044
658,651,-22,2,31,-23,-13,672,669,641,683,730,1,699,-10,2,-19,652,174534,649,697,2,695
4558,125967,-13,2,37,-17,-10,0,4554,122672,118863,112292,2,0,-4,1,-7,109912,124847,8613,8571,14,120586
947,1874,-16,2,29,-29,-16,1009,2179,1681,0,-2,1,1737,-12,2,-23,1074,331292,0,1395,-2,1242
0,592,-22,1,28,-23,-13,6381,698,2140,3839,11668,1,2359,-10,2,-19,6159,183464,11271,129,2,123
8206,178,-16,1,47,-23,-13,1192,171,152,0,1143,1,161,-10,1,-19,1213,456524,1238,150,2,161
870,3256,-16,1,42,-17,-13,2705,3360,357,93,3204,1,328,-8,2,-19,2443,250443,0,1651,2,1835
1844,51105,-13,2,47,-17,-10,1929,2469,49875,46847,51932,3,2057,-8,1,-15,49171,52207,1967,1823,6,51343
7658,214934,-19,1,61,-17,-10,7237,6347,192727,194502,203206,1,7579,-8,1,-15,201161,402492,10927,10333,6,201798
1009,17410,-19,1,39,-17,-10,1982,3694,16615,17470,16471,2,1055,-8,2,-15,16533,50654,976,1958,6,18679
139,0,-16,1,54,-23,-16,964,0,4359,0,1827,1,3867,-10,1,-23,989,255470,1988,0,14,156
2797,58048,-13,1,46,-5,-10,2999,5191,62526,47696,55968,1,5025,-4,1,-15,57150,132434,0,1252,14,60507
202827,198902,-13,1,59,-17,-10,6592,6352,181214,190595,171836,1,5849,-8,1,-15,176087,271619,6031,5493,6,98005
1052,10358,-19,1,42,-17,-10,2006,2012,10016,16982,10694,2,1039,-8,1,-15,12033,82627,3891,987,6,6443
3181,61299,-19,2,62,-17,-10,3048,2695,43481,76944,53800,2,2948,-8,1,-15,80465,80600,3240,2158,6,42092
0,20620,-19,1,38,-17,-10,1350,1409,10644,17600,13934,2,607,-8,1,-15,18110,20239,583,0,6,0
156482,2342,-19,1,40,-23,-13,16650,2287,290364,213893,51859,1,298115,-8,1,-15,18034,464992,26327,18252,6,183203
1086,28669,-13,2,41,-17,-10,1430,1088,26292,32976,-65,2,31419,-10,1,-15,31065,50136,0,1200,6,30603
6397,174621,-13,1,42,-5,-4,7967,7118,172280,165058,172742,1,6844,-4,1,-7,165942,199275,6189,7119,14,192522
4263,36501,-13,2,34,-5,-10,1968,5399,30350,30031,37214,2,0,-4,1,-15,29640,27521,1220,1529,6,31357
31415,90288,-19,2,29,-17,-10,96444,9484,551,12078,60648,2,626,-10,2,-15,94094,168032,6921,78943,6,76071
4934,217783,-19,2,29,-17,-10,5334,107744,36920,107481,162709,2,11219,-8,1,-15,112765,297799,6838,4866,6,46973
2696,5048,-22,2,27,-5,-13,1026,5311,3874,1226,2654,2,3982,-10,2,-19,1026,128065,0,7308,2,7479
991,17202,-19,2,25,-17,-10,1924,1346,13903,14216,16692,1,1007,-8,2,-15,16350,61242,2140,1977,6,16272
0,21117,-16,2,33,-23,-13,0,21381,0,-971,785,1,0,-10,2,-23,-1054,225892,849,5781,2,6216
485,46542,-16,1,47,-17,-10,0,2618,37581,70233,16193,3,708,-8,1,-7,62567,45233,634,778,6,36535
2328,7489,-19,2,31,-23,-13,3621,7530,76793,12610,79453,2,3494,-8,2,-19,3631,491998,80914,3927,6,67084
0,17427,-22,1,37,-17,-13,9571,19293,8564,10243,19188,2,0,-8,2,-19,3359,19768,337,1083,2,1006
0,0,-25,2,31,-29,-16,720,0,0,12262,5160,2,0,-12,1,-23,728,172886,4613,0,-2,0
2829,16462,-25,2,46,-23,-13,2341,15157,10264,11108,2604,2,10557,-10,1,-23,2365,377975,2358,1860,2,1650
160745,0,-16,2,37,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,503688,0,215,-2,183
3622,23071,-13,2,24,-17,-10,0,1884,24445,23889,26272,1,922,-8,2,-7,22157,31044,2965,982,6,28324
1070,16263,-16,1,60,-17,-10,0,1280,19105,17319,16405,3,722,-8,1,-7,17791,19829,1976,1031,6,17652
1459,19181,-13,1,35,-17,-10,1473,1223,18074,17079,16673,3,633,-8,1,-15,16644,21337,698,865,6,17100
0,-183,-16,2,32,-29,-16,0,0,-183,-203,-196,2,0,-12,2,-23,-178,170323,0,0,-2,-180
821,17487,-19,2,50,-17,-10,1373,2525,21519,14954,21292,2,762,-4,2,-15,16594,31120,2295,979,14,22064
0,28143,-22,2,30,-23,-13,1834,26886,6663,5955,7572,1,391,-8,2,-19,2051,205611,7839,0,6,1595
1007,4029,-25,2,39,-29,-16,2110,1045,503,11975,1876,2,1,-12,2,-23,5872,242978,2,6845,-2,6436
0,210,-22,1,25,-23,-13,201,189,12966,9436,18664,1,0,-8,2,-19,200,210838,16848,1181,6,1960
2999,110479,-19,2,26,-17,-10,6341,4805,101020,125642,107739,1,5134,-8,2,-15,123387,306603,5246,5212,6,115422
3933,15305,-22,1,36,-17,-13,6647,14488,5918,3982,8980,2,107,-8,1,-19,6784,188560,176,6834,2,6702
5777,151749,-19,1,66,-17,-10,7075,5775,155110,138845,146858,1,5958,-8,1,-15,148344,241761,5779,6170,6,143685
2265,10992,-19,2,24,-17,-10,1335,2022,9135,9090,12081,2,0,-8,1,-15,10841,232484,981,9852,6,18143
0,45110,-19,1,32,-17,-10,3214,5572,0,49580,42363,2,0,-8,2,-15,45908,49707,1907,0,-2,0
2341,95778,-19,1,36,-17,-10,3784,3762,57445,95585,92351,2,2677,-8,2,-15,97586,100317,3187,3048,6,55154
1939,63973,-19,1,29,-17,-10,3161,3143,47293,68113,60687,1,1883,-8,1,-15,71343,144265,6376,1792,6,46659
7265,235796,-19,1,32,-17,-10,10768,8291,199269,258229,215011,3,6644,-8,2,-15,240212,261796,6754,7828,6,207830
9840,712,-22,2,28,-23,-13,1849,756,1052,693,2514,1,19,-8,2,-19,2189,201597,2706,2196,2,2352
10104,37996,-19,2,40,-17,-10,10458,9418,21182,38677,18182,2,5331,-8,1,-15,47317,169183,4923,5221,6,16066
2343,3635,-19,1,31,-17,-13,19419,3333,0,29595,1221,1,0,-8,2,-15,49147,305166,0,3956,2,3828
8559,283174,-19,2,25,-17,-10,10082,9805,219957,284905,295968,2,7928,-8,2,-15,251079,282388,9183,7224,6,209799
280,5890,-22,2,23,-23,-10,1317,1472,12567,7776,13618,3,334,-8,2,-15,5972,271574,13792,13723,2,13083
980,10258,-19,1,49,-17,-4,4511,0,10913,6234,10674,2,968,-8,2,-15,10611,20043,1003,1121,6,11762
812,18830,-19,1,24,-17,-10,1315,1145,17741,19947,18705,1,834,-8,2,-15,18455,49517,705,857,6,19269
20268,620444,-19,1,42,-17,-10,23100,22377,583466,537384,514977,1,20231,-8,1,-15,611965,495489,21616,26970,6,567561
341,5639,-22,2,25,-17,-10,0,1146,6868,6077,6738,3,369,-8,1,-7,5404,47709,1156,182,6,5907
684,30513,-19,1,29,-17,-10,1365,1182,24042,28233,29865,2,720,-8,2,-15,31229,321074,772,694,6,22863
11693,156334,-19,2,26,-17,-10,6812,5859,176492,193620,166419,2,7151,-8,2,-15,182751,281604,5402,6444,6,125066
4801,106421,-19,2,43,-17,-10,4063,5010,116417,120911,116529,2,4992,-8,1,-15,113216,122645,4118,3998,6,112733
381,0,-16,2,40,-23,-16,0,0,946,0,3156,2,993,-10,3,-23,0,153040,3779,834,2,844
0,0,-25,2,35,-29,-16,568,0,0,0,0,2,0,-12,2,-23,536,110994,0,0,-2,0
0,811,-25,1,49,-29,-16,3893,872,2474,721,0,2,2737,-12,1,-23,4211,312365,0,0,-2,0
2286,80579,-19,2,27,-17,-10,3152,2757,64134,79657,64336,1,2412,-8,2,-15,72255,99630,2290,2400,6,55987
59654,34421,-19,1,32,-17,-10,13896,5298,38832,23872,35985,1,4808,-8,1,-15,33951,339890,5317,10081,6,48952
1012,34588,-19,2,46,-17,-10,1571,1357,24633,25897,26600,3,0,-4,1,-15,31515,53592,1653,994,6,19426
0,33157,-19,1,32,-23,-13,22830,34402,82478,56873,62367,2,37535,-8,2,-15,44430,321817,65763,0,6,16715
1990,56684,-19,2,34,-17,-10,2098,3804,63206,58592,64995,1,2862,-8,2,-15,59519,83108,3004,2235,6,56754
2051,152446,-19,1,44,-17,-10,5420,6034,38987,147998,103855,2,1922,-8,1,-15,138192,236335,4861,1592,6,40187
1087,115,-22,2,39,-23,-13,0,4572,-328,10210,5120,2,0,-10,1,-19,-652,195343,5003,4797,2,4848
428,224,-22,2,29,-23,-13,417,230,406,434,651,1,422,-10,2,-19,412,131519,834,15362,2,16162
5123,0,-13,1,33,-29,-16,0,0,148558,90543,0,2,143332,-10,2,-7,0,145565,0,0,14,134328
536,26483,-19,2,25,-17,-10,1894,1270,13787,25064,16955,1,735,-8,2,-15,26196,67294,475,558,6,14548
8174,328554,-19,2,42,-5,-4,19028,9667,257972,285468,314856,1,7291,-8,1,-15,332842,296390,444,6574,6,253553
435,331,-22,2,29,-23,-4,373,0,4405,879,362,3,4842,-10,2,-7,760,18136,360,706,2,698
216,23361,-19,2,23,-17,-10,1331,1397,12484,30699,23058,3,722,-8,2,-15,20717,32949,1695,209,6,2800
1793,23743,-19,2,22,-17,-10,1488,1608,21354,22217,21724,2,893,-8,2,-15,22457,49477,1095,930,6,20183
0,14660,-19,2,25,-17,-10,1868,2034,19335,16097,20159,2,0,-8,2,-15,12577,20385,6937,0,6,0
0,297628,-22,2,54,-17,-10,180183,208824,365105,53333,322296,3,10144,-8,2,-19,185976,326057,21778,10681,6,293862
27800,175046,-19,1,38,-17,-10,50233,50795,60975,148456,149528,1,28886,-8,2,-15,147362,358134,22241,28391,6,35424
3054,81605,-19,1,46,-17,-10,2793,3572,79002,70378,88314,3,2672,-8,1,-15,74474,123241,3441,3234,6,77806
5100,11556,-16,2,50,-29,-16,16996,11030,7126,2485,11654,1,6858,-12,2,-23,15568,316806,10934,4057,-2,4419
2974,91873,-19,1,33,-17,-10,4057,3952,91384,77243,82055,1,3514,-4,2,-15,85716,103560,6953,0,14,96127
0,153,-10,1,25,-5,-4,0,0,158,152,168,3,0,-4,2,-7,152,17802,0,1163,2,1141
4466,251638,-13,2,26,-17,-10,0,5126,135816,178435,125448,1,4692,-8,2,-7,174233,185686,4910,5009,6,134106
2568,373,-22,2,47,-23,-4,751,392,388,411,414,3,382,-10,1,-19,802,84940,386,368,2,364
2662,315,-22,2,40,-23,-13,300,330,289,304,278,2,324,-10,1,-19,351,304126,330,295,2,287
0,0,-16,2,34,-29,-16,0,0,2089,0,0,1,1867,-10,2,-23,0,262709,0,2642,2,2554
937,10115,-19,1,23,-17,-4,2656,0,9058,8487,9809,1,497,-8,2,-15,9411,9670,396,563,6,10555
0,0,-19,2,23,-29,-10,996,0,0,47018,0,4,0,-12,1,-15,48255,67085,0,0,-2,0
0,0,-16,1,29,-29,-16,0,0,0,0,0,1,0,-12,2,-23,0,120713,0,0,-2,0
0,1107,-22,1,38,-23,-13,1140,1028,0,1528,1310,2,0,-10,1,-19,998,212221,1337,0,-2,0
6217,21467,-19,2,29,-17,-10,3020,2733,9840,46009,17032,1,1043,-8,1,-15,30090,94796,2179,60091,2,54451
0,13659,-19,2,33,-17,-10,1697,1426,12700,15879,10866,2,1054,-8,1,-15,12256,294386,1147,0,6,0
56,6404,-25,1,45,-29,-16,3991,6976,4167,2791,3389,2,5021,-12,2,-23,4044,234103,3508,3471,-2,3521
409,378,-22,1,30,-23,-13,396,399,770,403,371,1,754,-10,2,-19,390,397642,405,1,6,371
0,4164,-22,2,31,-23,-13,0,4618,744,742,0,1,695,-10,2,-19,-482,215679,0,5874,2,5747
2186,27275,-19,2,38,-17,-10,2291,2128,8674,24562,25955,2,1070,-8,2,-15,25712,196012,1941,1989,6,10500
4177,101199,-19,1,36,-17,-10,3664,4932,117413,106482,99256,1,13988,-8,1,-15,98906,157857,5408,8,14,109194
0,0,-16,2,24,-29,-13,603,0,0,-1,0,2,0,-12,2,-19,592,31188,0,393,2,368
4166,145299,-19,2,30,-17,-10,6426,5275,143046,143851,165532,1,5095,-8,2,-15,154675,338219,5071,5022,6,149806
20073,210339,-19,2,37,-17,-10,6986,9071,189009,183703,191608,2,5649,-8,2,-15,197709,195292,6160,5987,6,214014
17374,11958,-19,2,37,-17,-10,1266,1155,877,27304,4802,2,9002,-8,1,-15,17966,52375,993,0,-2,388
0,0,-19,1,56,-29,-16,0,0,0,31933,0,3,0,-12,1,-15,0,48051,0,0,-2,0
3065,53204,-19,2,39,-17,-10,2001,4615,64589,55965,52855,2,3022,-8,2,-15,53073,359120,3077,5063,6,60261
7248,236211,-19,1,37,-17,-10,8636,8098,221748,213047,225921,1,7616,-8,1,-15,231937,264033,7277,7261,6,207972
0,792,-22,2,28,-17,-4,1119,0,0,1155,391,2,0,-8,2,-19,1283,133323,0,793,2,783
4963,553060,-22,2,30,-23,-13,487371,1263225,111034,73619,156202,1,544,-8,2,-19,473446,550179,152804,5698,6,125004
0,86124,-16,2,35,-17,-4,3,5,0,84310,27992,2,0,-8,2,-3,76255,84948,1175,0,-2,0
7582,206805,-19,2,28,-5,-4,16654,0,201934,205845,209025,2,7,-4,1,-15,209371,239450,16057,8597,6,216046
697,8819,-19,1,24,-17,-10,1331,1495,9805,6752,9202,2,582,-8,2,-15,6692,21273,1610,595,6,9947
936,454,-22,2,26,-23,-13,461,428,433,420,417,2,436,-10,2,-19,469,354823,481,477,2,445
0,0,-22,2,37,-29,-4,17,0,0,1561,0,1,0,-12,1,-7,1494,348911,0,0,-2,0
0,0,-16,1,27,-29,-16,0,0,0,0,0,2,0,-12,2,-23,0,340147,0,0,-2,0
0,19265,-19,2,29,1,-4,2290,2986,20048,16668,19883,2,0,-2,1,-15,17136,18628,855,501,14,18455
4061,85695,-19,2,38,-17,-10,4894,4790,98908,88960,90853,1,8337,-8,2,-15,92980,292578,5007,0,14,94105
2036,19676,-19,2,38,-17,-10,1460,1913,11978,19971,13523,2,972,-8,1,-15,19937,21207,1538,1096,6,9603
0,0,-22,2,35,-23,-16,0,0,3029,841,3271,1,0,-8,2,-19,0,195840,3172,0,6,0
2694,24838,-16,2,38,-17,-10,0,1671,63294,65595,28529,2,39026,-8,1,-7,44980,97741,3019,2647,6,60742
606,11348,-19,1,24,-17,-10,1306,2767,13175,8294,12242,3,641,-8,2,-15,9222,20295,1233,608,6,13412
3102,37965,-19,2,34,-17,-10,3888,2861,41299,31352,36597,2,3955,-8,2,-15,35757,192404,2830,2764,6,46309
946,98470,-19,2,38,-17,-10,5520,4346,115178,101704,107952,2,5319,-8,1,-15,106215,126200,5355,5644,6,116494
5969,13714,-19,2,42,-17,-10,4659,5030,14589,25256,12765,1,5634,-8,1,-15,11435,116541,4895,9832,6,46017
4629,1550,-22,2,46,-23,-4,1611,15,1686,5277,4899,3,842,-8,1,-7,4119,131420,5297,3412,2,3757
3981,163720,-19,1,49,-17,-10,8662,6876,118150,187745,108917,2,4906,-8,1,-15,166301,211426,3652,96438,6,127835
0,0,-16,1,25,-29,-16,0,0,0,0,0,2,0,-12,2,-23,0,9593,0,0,-2,0
4437,148756,-19,1,34,-17,-10,6283,10047,156165,135451,131903,2,10166,-8,1,-15,137686,247075,6107,5047,6,144007
0,0,-16,2,26,-29,-13,406,0,0,0,0,2,0,-12,2,-19,427,159043,0,0,-2,0
0,19454,-19,2,45,-17,-10,1570,1646,19286,14790,18079,2,2728,-8,1,-15,17341,18899,1152,633,18,21901
5255,20336,-22,2,50,-17,-10,3508,9042,18267,14055,16428,2,4679,-8,1,-15,13730,175872,5897,5272,6,14513
1663,36683,-13,1,36,-5,-4,1606,0,39142,38548,43594,1,0,-4,2,-7,36432,141696,3259,3038,14,36894
6054,17625,-25,2,40,-29,-16,38862,15398,5140,3331,40582,2,4977,-12,1,-23,40635,141846,39029,19720,-2,20231
5511,234592,-19,2,28,-17,-10,8710,9407,176485,248613,233117,1,5634,-8,2,-15,250609,255259,8133,5582,6,181273
4207,22373,-19,1,40,-17,-10,1353,1191,24537,44674,10993,3,259,-8,1,-15,30502,68001,1055,1679,2,1529
5622,38006,-19,1,31,-17,-13,946,37617,34158,17483,32968,1,34464,-10,2,-15,1002,313531,30077,20777,2,22456
632,2622,-16,2,25,-17,-13,1904,2536,20184,0,12067,1,10137,-8,2,-19,1890,51638,10051,705,6,15418
24206,81102,-22,2,37,-23,-13,33399,78172,76281,50830,36471,1,68617,-8,2,-19,30441,166467,39321,41581,6,50477
29203,57908,-19,2,26,-17,-10,3246,3134,30024,76435,60885,2,28619,-8,2,-15,59065,61740,12363,11085,6,17252
0,22666,-13,2,34,-17,-4,1965,0,25225,21535,25346,2,2072,-8,1,-7,21002,87864,1434,1197,14,24800
919,33475,-13,2,23,-17,-10,1884,1567,21957,28932,24470,2,2076,-8,2,-15,29027,26960,1958,600,6,19895
0,0,-25,2,48,-23,-16,0,0,4757,0,4966,1,0,-4,2,-23,0,202779,4957,0,14,0
3896,20090,-19,1,27,-17,-10,1389,1138,18581,17346,21518,2,761,-8,1,-15,20419,21546,603,1019,6,20609
0,0,-25,2,54,-29,-16,0,0,0,0,0,3,0,-12,1,-23,0,81053,0,0,-2,0
2041,16307,-19,1,30,-17,-10,1977,1998,19743,14988,19540,1,2061,-8,2,-15,15936,238012,963,2241,6,21724
0,401,-19,2,23,-23,-13,956,353,785,17436,402,3,745,-10,2,-15,17783,28539,369,0,6,694
2026,0,-16,2,26,-23,-16,0,0,0,0,962,3,0,-10,2,-23,0,156644,836,637,2,650
0,0,-19,1,54,-29,-16,0,0,928,184934,0,1,1082,-10,1,-15,0,200607,0,0,2,0
0,51246,-13,2,25,-5,-4,2173,2243,54973,49569,48937,2,4173,-4,2,-7,48105,48536,0,2304,14,47970
0,50730,-16,2,41,-5,-4,0,3005,39039,52459,41837,3,2070,-4,2,-7,56600,30456,1104,5293,14,39631
1836,45175,-16,1,29,-5,-4,0,4345,47830,42921,46142,3,4026,-8,2,-7,41139,50646,0,3682,6,51131
3487,80725,-22,2,27,-17,-10,10731,28349,98397,80006,100981,2,24,-4,2,-15,149022,278606,31037,20862,6,119077
0,773,-13,2,28,-23,-13,1650,719,0,49978,0,3,0,-12,0,-15,51357,47628,0,0,-2,0
716,17791,-13,2,30,-17,-10,1694,1602,19421,17078,18864,2,953,-8,2,-15,16978,19988,929,631,6,21131
3138,52527,-19,1,45,-17,-10,2997,1971,33843,62106,49901,1,3158,-8,1,-15,47552,281935,1319,990,6,7394
5670,172734,-19,2,34,-17,-10,9046,7236,179264,187042,179526,1,12167,-8,2,-15,194522,306421,9197,5940,6,178138
1011,10204,-16,2,27,-17,-10,0,1615,13417,11052,12924,2,0,-4,1,-7,10382,57056,1960,268,6,10451
7125,7029,-25,2,39,-29,-16,2682,7002,2330,2594,3023,1,2500,-12,1,-23,2798,288824,2800,10304,-2,8610
729,22852,-13,1,36,-17,-10,1536,9823,24254,11358,22257,1,1758,-8,2,-15,12695,48445,941,0,14,24602
1106,31683,-19,2,24,-17,-10,1527,11912,24510,24745,24486,1,1104,-8,2,-15,19445,81834,1949,934,6,21784
4102,144454,-19,2,23,-17,-10,5074,5260,105401,142523,154798,2,3638,-8,2,-15,142136,171251,9512,3508,6,95721
112853,113965,-19,2,30,-17,-10,4135,5283,0,171681,60475,3,0,-8,2,-15,107315,242241,2879,0,-2,0
0,60224,-13,1,29,-5,-4,6920,3263,54322,58859,62266,3,0,-4,2,-7,56666,59865,1576,3689,14,47119
5119,140300,-19,2,26,-17,-10,8904,5266,16449,217049,102039,2,925,-8,1,-15,196897,216728,3227,138486,6,149167
163,793,-25,2,44,-29,-16,1747,741,1831,2701,3075,2,1916,-12,2,-23,1720,295146,3100,14224,-2,13913
5451,3038,-22,2,37,-23,-4,9950,0,3482,841,3815,1,3925,-10,1,-19,9476,242310,3893,6127,2,5826
1357,920,-22,1,28,-23,-13,2036,2459,707,3848,0,2,735,-10,2,-19,1850,27563,0,0,2,0
2359,23526,-19,1,28,-17,-10,2227,2078,22560,17072,25420,1,0,-4,2,-15,21823,55443,2391,1143,6,23295
3004,5260,-22,2,26,-23,-13,1959,5425,78434,1436,5003,2,67371,-8,2,-19,1792,149409,4418,2957,6,68660
533,8227,-19,2,41,-17,-4,2625,0,8875,7132,7480,3,979,-8,1,-15,10303,22458,1211,275,6,8693
0,13388,-16,2,33,-17,-13,0,13224,6631,0,26941,1,0,-8,2,-23,0,46178,16594,991,2,995
1885,14950,-13,1,25,-5,-4,1860,2134,19081,15027,13174,3,3001,-4,2,-7,13734,27729,0,0,14,16680
0,-25,-16,2,23,-29,-13,547,26,5065,-5,-25,2,4806,-12,2,-19,573,30859,0,6625,2,6349
9324,293939,-19,1,35,-17,-10,13504,12832,283424,288660,304851,1,11130,-8,2,-15,305650,301621,10803,12197,6,289384
3257,2403,-22,2,30,-23,-13,1396,2814,1573,1410,2998,3,35,-8,1,-19,1402,30756,3084,749,6,854
0,109572,-19,1,33,-17,-10,9300,4859,5601,287294,6693,1,0,-8,2,-15,206965,280220,1636,0,6,5048
63684,136869,-22,1,43,-17,-13,4229,131686,101592,115913,127814,2,2161,-8,1,-19,4156,341108,5991,104483,2,102977
0,2761,-22,1,27,-23,-13,0,2798,0,10168,4871,1,0,-10,2,-7,5818,10087,4298,0,-2,0
8099,197144,-19,2,28,-17,-10,8571,7758,214478,217621,208681,2,7371,-8,2,-15,217122,210209,9268,8350,6,218769
85213,1697,-22,1,29,-17,-10,3675,1196,34607,1557,1982,1,41541,-10,2,-19,4376,187196,1969,10,2,-32958
689,19256,-22,1,26,-17,-10,1714,1305,21453,18399,19009,1,641,-8,2,-15,17834,50070,686,1031,6,18719
3946,123269,-13,1,35,-5,-4,4843,4570,108830,109801,107208,1,4047,-4,2,-7,110766,193560,4403,4612,14,120694
9030,3268,-22,2,34,-23,-13,0,3839,3318,9005,302,2,5228,-10,2,-19,-210,263454,885,2452,2,2205
2071,43300,-22,1,46,-17,-10,10075,5342,35495,33176,33067,3,2121,-8,1,-15,40328,161642,1958,3257,6,36648
7336,4759,-22,2,41,-23,-13,1872,4955,75216,62908,19932,1,75342,-10,2,-19,1941,400249,19244,95525,6,159160
0,156190,-19,2,41,-17,-10,157649,3500,0,135896,145408,6,0,-8,2,-15,176053,163863,3636,0,-2,0
58772,102606,-13,1,42,-17,-10,7174,2931,62878,143867,73906,3,10612,-8,1,-15,121390,451445,9871,2933,6,36921
0,309,-19,2,28,-23,-13,1022,345,0,4681,0,2,0,-12,2,-15,1976,87028,0,0,-2,0
0,14522,-22,2,21,-5,-4,15101,0,5322,19967,388,2,21294,-10,2,-19,14521,21982,29,0,2,0
0,0,-25,2,27,-29,-16,0,0,0,5644,0,2,0,-12,1,-23,0,166974,0,0,-2,0
